paper_table,item,metric,statistic,display_cell_id,unique_measurement_id,paper_value,native_reproduced_value,status,paper_result_credit
Table 7 raw main runs,R&D-Agent/o3+GPT-4.1/run_3,any_medal,raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/any_medal/raw_run,Table 7 raw main runs/R&D-Agent/o3+GPT-4.1/run_3/any_medal/raw_run,29.3,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_1,research_cost_usd,reported,Table 8 GPT-5 costs/run_1/research_cost_usd/reported,Table 8 GPT-5 costs/run_1/research_cost_usd/reported,4.68,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_1,development_cost_usd,reported,Table 8 GPT-5 costs/run_1/development_cost_usd/reported,Table 8 GPT-5 costs/run_1/development_cost_usd/reported,11.14,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_1,total_cost_usd,reported,Table 8 GPT-5 costs/run_1/total_cost_usd/reported,Table 8 GPT-5 costs/run_1/total_cost_usd/reported,15.82,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_2,research_cost_usd,reported,Table 8 GPT-5 costs/run_2/research_cost_usd/reported,Table 8 GPT-5 costs/run_2/research_cost_usd/reported,7.85,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_2,development_cost_usd,reported,Table 8 GPT-5 costs/run_2/development_cost_usd/reported,Table 8 GPT-5 costs/run_2/development_cost_usd/reported,14.37,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_2,total_cost_usd,reported,Table 8 GPT-5 costs/run_2/total_cost_usd/reported,Table 8 GPT-5 costs/run_2/total_cost_usd/reported,22.22,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_3,research_cost_usd,reported,Table 8 GPT-5 costs/run_3/research_cost_usd/reported,Table 8 GPT-5 costs/run_3/research_cost_usd/reported,8.43,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_3,development_cost_usd,reported,Table 8 GPT-5 costs/run_3/development_cost_usd/reported,Table 8 GPT-5 costs/run_3/development_cost_usd/reported,15.75,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,run_3,total_cost_usd,reported,Table 8 GPT-5 costs/run_3/total_cost_usd/reported,Table 8 GPT-5 costs/run_3/total_cost_usd/reported,24.18,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,average,research_cost_usd,reported,Table 8 GPT-5 costs/average/research_cost_usd/reported,Table 8 GPT-5 costs/average/research_cost_usd/reported,6.99,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,average,development_cost_usd,reported,Table 8 GPT-5 costs/average/development_cost_usd/reported,Table 8 GPT-5 costs/average/development_cost_usd/reported,13.75,,not_reproduced_no_released_paper_run_artifact,False
Table 8 GPT-5 costs,average,total_cost_usd,reported,Table 8 GPT-5 costs/average/total_cost_usd/reported,Table 8 GPT-5 costs/average/total_cost_usd/reported,20.74,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,inaturalist-2019-fgvc6,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,inaturalist-2019-fgvc6,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,inaturalist-2019-fgvc6,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,inaturalist-2019-fgvc6,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/inaturalist-2019-fgvc6/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,plant-pathology-2020-fgvc7,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,plant-pathology-2020-fgvc7,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,plant-pathology-2020-fgvc7,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,plant-pathology-2020-fgvc7,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/plant-pathology-2020-fgvc7/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,h-and-m-personalized-fashion-recommendations,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/ML-Master/o3+GPT-4.1/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,h-and-m-personalized-fashion-recommendations,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,h-and-m-personalized-fashion-recommendations,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/R&D-Agent/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,h-and-m-personalized-fashion-recommendations,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/h-and-m-personalized-fashion-recommendations/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,the-icml-2013-whale-challenge-right-whale-redux,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/ML-Master/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,the-icml-2013-whale-challenge-right-whale-redux,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/ML-Master/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,the-icml-2013-whale-challenge-right-whale-redux,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,the-icml-2013-whale-challenge-right-whale-redux,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/the-icml-2013-whale-challenge-right-whale-redux/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,jigsaw-toxic-comment-classification-challenge,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,jigsaw-toxic-comment-classification-challenge,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,jigsaw-toxic-comment-classification-challenge,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/R&D-Agent/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,jigsaw-toxic-comment-classification-challenge,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/jigsaw-toxic-comment-classification-challenge/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,detecting-insults-in-social-commentary,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/ML-Master/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,detecting-insults-in-social-commentary,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/ML-Master/GPT-5/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,detecting-insults-in-social-commentary,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,detecting-insults-in-social-commentary,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/detecting-insults-in-social-commentary/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,aptos2019-blindness-detection,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/ML-Master/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,aptos2019-blindness-detection,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,aptos2019-blindness-detection,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/R&D-Agent/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,aptos2019-blindness-detection,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/aptos2019-blindness-detection/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,iwildcam-2020-fgvc7,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,iwildcam-2020-fgvc7,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,iwildcam-2020-fgvc7,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/R&D-Agent/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,iwildcam-2020-fgvc7,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/iwildcam-2020-fgvc7/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,us-patent-phrase-to-phrase-matching,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,us-patent-phrase-to-phrase-matching,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,us-patent-phrase-to-phrase-matching,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/R&D-Agent/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,us-patent-phrase-to-phrase-matching,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/us-patent-phrase-to-phrase-matching/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,hotel-id-2021-fgvc8,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/ML-Master/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,hotel-id-2021-fgvc8,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/ML-Master/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,hotel-id-2021-fgvc8,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,hotel-id-2021-fgvc8,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/hotel-id-2021-fgvc8/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,freesound-audio-tagging-2019,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,freesound-audio-tagging-2019,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,freesound-audio-tagging-2019,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/R&D-Agent/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,freesound-audio-tagging-2019,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/freesound-audio-tagging-2019/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,rsna-miccai-brain-tumor-radiogenomic-classification,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/ML-Master/o3+GPT-4.1/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,rsna-miccai-brain-tumor-radiogenomic-classification,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,rsna-miccai-brain-tumor-radiogenomic-classification,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/R&D-Agent/GPT-5/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,rsna-miccai-brain-tumor-radiogenomic-classification,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/rsna-miccai-brain-tumor-radiogenomic-classification/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,text-normalization-challenge-russian-language,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,text-normalization-challenge-russian-language,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/ML-Master/GPT-5/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,text-normalization-challenge-russian-language,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,text-normalization-challenge-russian-language,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/text-normalization-challenge-russian-language/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,spooky-author-identification,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,spooky-author-identification,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,spooky-author-identification,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,spooky-author-identification,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/spooky-author-identification/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,tabular-playground-series-dec-2021,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/ML-Master/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,tabular-playground-series-dec-2021,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/ML-Master/GPT-5/medals_across_three_runs,2,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,tabular-playground-series-dec-2021,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/R&D-Agent/GPT-5/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,tabular-playground-series-dec-2021,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/tabular-playground-series-dec-2021/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,3,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2022-fgvc9,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/ML-Master/o3+GPT-4.1/medals_across_three_runs,1,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2022-fgvc9,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2022-fgvc9,R&D-Agent/GPT-5,medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/R&D-Agent/GPT-5/medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/R&D-Agent/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2022-fgvc9,R&D-Agent/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/herbarium-2022-fgvc9/R&D-Agent/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2020-fgvc7,ML-Master/o3+GPT-4.1,medals_across_three_runs,Table 9 per-competition medals/herbarium-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,Table 9 per-competition medals/herbarium-2020-fgvc7/ML-Master/o3+GPT-4.1/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
Table 9 per-competition medals,herbarium-2020-fgvc7,ML-Master/GPT-5,medals_across_three_runs,Table 9 per-competition medals/herbarium-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,Table 9 per-competition medals/herbarium-2020-fgvc7/ML-Master/GPT-5/medals_across_three_runs,0,,not_reproduced_no_released_paper_run_artifact,False
