paper_table,family_or_setting,method,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
10,Multi-Agent,DeepSeek-V3.1685B,META_arr_pct,-9.48,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,META_sr,-0.25,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,META_mdd_pct,17.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,MSFT_arr_pct,14.13,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,MSFT_sr,0.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,DeepSeek-V3.1685B,MSFT_mdd_pct,10.09,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,GOOGL_arr_pct,-23.4,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,GOOGL_sr,-1.09,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,GOOGL_mdd_pct,17.57,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,META_arr_pct,-9.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,META_sr,-0.1,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,META_mdd_pct,16.12,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,MSFT_arr_pct,12.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,MSFT_sr,0.51,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,Kimi-K21T,MSFT_mdd_pct,9.11,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,GOOGL_arr_pct,-18.08,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,GOOGL_sr,-0.94,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,GOOGL_mdd_pct,18.86,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,META_arr_pct,0.73,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,META_sr,0.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,META_mdd_pct,11.11,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,MSFT_arr_pct,16.27,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,MSFT_sr,0.48,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o-mini,MSFT_mdd_pct,18.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,GOOGL_arr_pct,-14.95,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,GOOGL_sr,-0.29,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,GOOGL_mdd_pct,25.93,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,META_arr_pct,29.69,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,META_sr,0.71,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,META_mdd_pct,14.05,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,MSFT_arr_pct,38.62,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,MSFT_sr,0.9,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Multi-Agent,GPT-4o,MSFT_mdd_pct,19.83,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,GOOGL_arr_pct,3.06,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,GOOGL_sr,0.07,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,GOOGL_mdd_pct,18.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,META_arr_pct,23.08,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,META_sr,0.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,META_mdd_pct,24.91,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,MSFT_arr_pct,5.1,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,MSFT_sr,0.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-3B,MSFT_mdd_pct,14.66,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,GOOGL_arr_pct,-22.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,GOOGL_sr,-0.43,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,GOOGL_mdd_pct,28.59,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,META_arr_pct,35.5,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,META_sr,0.56,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,META_mdd_pct,28.49,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,MSFT_arr_pct,17.55,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,MSFT_sr,0.48,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen2.5-7B,MSFT_mdd_pct,19.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,GOOGL_arr_pct,-26.33,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,GOOGL_sr,-0.5,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,GOOGL_mdd_pct,28.39,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,META_arr_pct,32.86,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,META_sr,0.81,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,META_mdd_pct,28.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,MSFT_arr_pct,37.45,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,MSFT_sr,0.87,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Qwen3-30B-A3B,MSFT_mdd_pct,21.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,GOOGL_arr_pct,-25.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,GOOGL_sr,-0.47,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,GOOGL_mdd_pct,29.77,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,META_arr_pct,32.49,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,META_sr,0.61,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,META_mdd_pct,34.14,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,MSFT_arr_pct,25.45,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,MSFT_sr,0.64,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,DeepSeek-V3.1685B,MSFT_mdd_pct,19.94,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,GOOGL_arr_pct,-40.48,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,GOOGL_sr,-0.39,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,GOOGL_mdd_pct,24.67,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,META_arr_pct,25.83,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,META_sr,0.68,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,META_mdd_pct,21.65,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,MSFT_arr_pct,-3.39,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,MSFT_sr,-0.03,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,Kimi-K21T,MSFT_mdd_pct,19.21,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,GOOGL_arr_pct,-24.02,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,GOOGL_sr,-0.56,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,GOOGL_mdd_pct,23.2,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,META_arr_pct,44.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,META_sr,0.97,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,META_mdd_pct,23.84,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,MSFT_arr_pct,43.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,MSFT_sr,1.1,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o-mini,MSFT_mdd_pct,12.92,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,GOOGL_arr_pct,-9.01,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,GOOGL_sr,-0.12,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,GOOGL_mdd_pct,19.72,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,META_arr_pct,57.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,META_sr,0.99,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,META_mdd_pct,25.02,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,MSFT_arr_pct,19.39,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,MSFT_sr,0.53,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent w/o RL,GPT-4o,MSFT_mdd_pct,23.04,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,GOOGL_arr_pct,-14.68,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,GOOGL_sr,-0.29,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,GOOGL_mdd_pct,25.6,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,META_arr_pct,56.15,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,META_sr,1.08,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,META_mdd_pct,23.75,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,MSFT_arr_pct,9.82,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,MSFT_sr,0.3,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-3B,MSFT_mdd_pct,21.06,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,GOOGL_arr_pct,-2.52,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,GOOGL_sr,0.05,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,GOOGL_mdd_pct,21.37,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,META_arr_pct,41.91,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,META_sr,0.78,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,META_mdd_pct,25.65,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,MSFT_arr_pct,47.23,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,MSFT_sr,1.17,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
10,Single-Agent + RL,AlphaQuanter-7B,MSFT_mdd_pct,14.85,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Market,B&H,NVDA_arr_pct,25.47,26.374934746095203,0.9049347460952042,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,NVDA_sr,0.74,0.48172037101249904,0.25827962898750095,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,NVDA_mdd_pct,33.83,36.886151249471,3.056151249471,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,TSLA_arr_pct,-28.91,-32.89039660199502,3.9803966019950217,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,TSLA_sr,-0.2,-0.10277570828723323,0.09722429171276678,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,TSLA_mdd_pct,44.1,48.18673442760602,4.086734427606018,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,average_arr_pct,12.9,12.860508986237118,0.03949101376288233,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,average_sr,0.57,0.36319742252722875,0.2068025774727712,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Market,B&H,average_mdd_pct,31.13,33.91321547297337,2.783215472973371,0.0050000000010000005,mismatch_against_pinned_current_yahoo,released_execution_rules_plus_pinned_current_yahoo_rounded_ohlc
11,Rule,MACD,NVDA_arr_pct,-12.89,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,NVDA_sr,-0.22,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,NVDA_mdd_pct,30.76,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,TSLA_arr_pct,22.77,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,TSLA_sr,0.78,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,TSLA_mdd_pct,28.83,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,average_arr_pct,8.79,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,average_sr,0.44,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,MACD,average_mdd_pct,21.24,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,NVDA_arr_pct,35.01,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,NVDA_sr,1.03,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,NVDA_mdd_pct,16.72,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,TSLA_arr_pct,16.74,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,TSLA_sr,0.59,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,TSLA_mdd_pct,44.33,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,average_arr_pct,11.41,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,average_sr,0.46,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,Rule,ZMR,average_mdd_pct,20.86,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,NVDA_arr_pct,37.42,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,NVDA_sr,0.84,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,NVDA_mdd_pct,32.68,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,TSLA_arr_pct,-35.1,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,TSLA_sr,-0.19,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,TSLA_mdd_pct,48.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,average_arr_pct,13.53,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,average_sr,0.51,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLA2C,average_mdd_pct,33.07,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,NVDA_arr_pct,18.56,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,NVDA_sr,0.58,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,NVDA_mdd_pct,35.93,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,TSLA_arr_pct,-31.94,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,TSLA_sr,-0.12,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,TSLA_mdd_pct,48.18,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,average_arr_pct,12.22,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,average_sr,0.51,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,RL,FinRLPPO,average_mdd_pct,33.72,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
11,LM,Chronos-2,NVDA_arr_pct,38.19,,,,unverifiable_missing_native_action_or_result_path,paper_value_only_no_shipped_checkpoint_action_series_or_trial_output
